id,titulo_producto,marca,precio_actual,porcentaje_descuento,precio_antiguo,url_imagen,url_producto
683,LIVARNO® Purificador de aire,LIVARNO®,23.99,20,29.99,https://www.lidl.es/assets/gcpe7460341a4cd428c8d4545216c5c5a77.jpg,https://www.lidl.es/p/livarno-purificador-de-aire/p100393899
684,SEVERIN Combinación Fondue-Crêpes,SEVERIN,44.99,43,59.99,https://www.lidl.es/assets/gcp286360cadbbf41b5921569ad8e0ef415.jpg,https://www.lidl.es/p/severin-combinacion-fondue-crepes/p100393986
685,esmara® Pantalón interior térmico para mujer,esmara®,4.99,16,5.99,https://www.lidl.es/assets/gcp7e6566d95cee4a259b519fe808205e40.jpg,https://www.lidl.es/p/esmara-pantalon-interior-termico-para-mujer/p100394165
686,lupilu® Juguete de rol para mascotas,lupilu®,15.99,20,19.99,https://www.lidl.es/assets/gcp6fce593f0e704a6893837817e5222d5b.jpg,https://www.lidl.es/p/lupilu-juguete-de-rol-para-mascotas/p100394239
687,lupilu® Toalla con capucha para bebé 85 x 85 cm,lupilu®,4.99,23,6.49,https://www.lidl.es/assets/gcpbc0c061ff968494aa58f2d044c114f60.jpg,https://www.lidl.es/p/lupilu-toalla-con-capucha-para-bebe-85-x-85-cm/p100394294
688,lupilu® Cocina de madera Deluxe de juguete,lupilu®,98.99,10,109.99,https://www.lidl.es/assets/gcp582d4f9c3727427aa908d96e49752f00.jpg,https://www.lidl.es/p/lupilu-cocina-de-madera-deluxe-de-juguete/p100394330
689,lupilu® Caja registradora de juguete / cafetería,lupilu®,14.39,20,17.99,https://www.lidl.es/assets/gcpefd517654f4e4987a628c5d17b4f4e39.jpg,https://www.lidl.es/p/lupilu-caja-registradora-de-juguete-cafeteria/p100394336
690,Zenker® Molde para horno,zenker,7.99,20,9.99,https://www.lidl.es/assets/gcpded3101e08d14763b479e09c07934d98.jpg,https://www.lidl.es/p/zenker-molde-para-horno/p100394415
691,PARKSIDE® Set de sacabocados y alicates para ojales,PARKSIDE®,3.49,22,4.49,https://www.lidl.es/assets/gcp52df934abe1a4e4a8aa2866ea924b68a.jpg,https://www.lidl.es/p/parkside-set-de-sacabocados-y-alicates-para-ojales/p100394437
692,esmara® Bandana para la cabeza,esmara®,3.99,20,4.99,https://www.lidl.es/assets/gcpd2e5753e85d74eae827250ad459ae806.jpg,https://www.lidl.es/p/esmara-bandana-para-la-cabeza/p100394504
693,crelando® Set de manualidades con sierra de marquetería,crelando®,7.99,11,8.99,https://www.lidl.es/assets/gcp84b67c3565e54a0eacc825a491dfeea3.jpg,https://www.lidl.es/p/crelando-set-de-manualidades-con-sierra-de-marqueteria/p100394515
694,LIVARNO® Manta,LIVARNO®,4.99,16,5.99,https://www.lidl.es/assets/gcpb0357fc09ee24edc81805af5e05a58d5.jpg,https://www.lidl.es/p/livarno-manta/p100394664
695,lupilu® Conjunto 2 piezas para bebé,lupilu®,5.99,14,6.99,https://www.lidl.es/assets/gcp68693b8835b4435fbfd8c69c9b7bf25c.jpg,https://www.lidl.es/p/lupilu-conjunto-2-piezas-para-bebe/p100394715
696,LIVARNO home Estrella decorativa,LIVARNO home,6.99,22,8.99,https://www.lidl.es/assets/gcpecee50148a7e4ffa8ca406c4e2e11a58.jpg,https://www.lidl.es/p/livarno-home-estrella-decorativa/p100394735
697,LIVARNO home Set de árboles de Navidad y corona de Adviento con LED,LIVARNO home,24.49,30,34.99,https://www.lidl.es/assets/gcp288df98fbefd4a61aa9390bc680f11cc.jpg,https://www.lidl.es/p/livarno-home-set-de-arboles-de-navidad-y-corona-de-adviento-con-led/p100394768
698,lupilu® Bodys para bebé pack 3,lupilu®,4.99,16,5.99,https://www.lidl.es/assets/gcpb7dcd1c380f7496482d2f0bf105a6deb.jpg,https://www.lidl.es/p/lupilu-bodys-para-bebe-pack-3/p100394791
699,Almohadilla térmica,SANITAS,25.99,7,27.99,https://www.lidl.es/assets/gcpc518ad8a97164808a2124428ce91d8d6.jpg,https://www.lidl.es/p/almohadilla-termica/p100394821
700,lupilu® Botas infantiles,lupilu®,9.99,23,12.99,https://www.lidl.es/assets/gcpb735cbe0a2d14b3d9bccf29954f18ce4.jpg,https://www.lidl.es/p/lupilu-botas-infantiles/p100394899
701,esmara® Leggings júnior,esmara®,3.99,20,4.99,https://www.lidl.es/assets/gcp8096f1acf2cc40d59c2237312434d601.jpg,https://www.lidl.es/p/esmara-leggings-junior/p100395134
702,Vileda Limpiador a vapor 1550 W,Vileda,53.99,53,59.99,https://www.lidl.es/assets/gcpcb7ed65c88dc48f3b3db8bffefd030ff.jpg,https://www.lidl.es/p/vileda-limpiador-a-vapor-1550-w/p100395163
703,SILVERCREST® Sartén de aluminio fundido 32 cm,SILVERCREST®,14.99,11,16.99,https://www.lidl.es/assets/gcp17c4eaf1ed4e43f4aa395905a79a2ec4.jpg,https://www.lidl.es/p/silvercrest-sarten-de-aluminio-fundido-32-cm/p100395226
704,CIEN Beauty Afeitadora eléctrica,CIEN Beauty,12.79,20,15.99,https://www.lidl.es/assets/gcpdd44e9669b3349a4a47d50c1a763b293.jpg,https://www.lidl.es/p/cien-beauty-afeitadora-electrica/p100395232
705,SILVERCREST® Fuente para asar con rejilla,SILVERCREST®,9.49,20,11.99,https://www.lidl.es/assets/gcpb2d963eadd7f4aa6af74eabed11d778e.jpg,https://www.lidl.es/p/silvercrest-fuente-para-asar-con-rejilla/p100395334
706,COOX® Molde redondo de silicona en forma de flor Ø 26 cm,Coox,12.99,18,15.99,https://www.lidl.es/assets/gcp4118ddddbc1b4a6abc25aeefaada77a1.jpg,https://www.lidl.es/p/coox-molde-redondo-de-silicona-en-forma-de-flor-o-26-cm/p100395407
707,SILVERCREST® Set de bandejas de bambú (oscuro),SILVERCREST®,7.99,20,9.99,https://www.lidl.es/assets/gcp47648d7f7aa048f3b4217ef88f0860f0.jpg,https://www.lidl.es/p/silvercrest-set-de-bandejas-de-bambu/p100395494002
708,SILVERCREST® Copas de cava / vino / vasos de agua,SILVERCREST®,6.49,23,8.49,https://www.lidl.es/assets/gcp001a380d83464f0997f4060b062bfb33.jpg,https://www.lidl.es/p/silvercrest-copas-de-cava-vino-vasos-de-agua/p100395535
709,esmara Men Pantalón deportivo polar para hombre,esmara Men,8.79,20,10.99,https://www.lidl.es/assets/gcp263448b95adc46848e65be9711c213db.jpg,https://www.lidl.es/p/esmara-men-pantalon-deportivo-polar-para-hombre/p100395621
710,SILVERCREST® Limpiador de vapor 3 en 1 1800 W,SILVERCREST®,99.99,16,119.99,https://www.lidl.es/assets/gcp2651c9f3616b4cc782b40724bdbffb25.jpg,https://www.lidl.es/p/silvercrest-limpiador-de-vapor-3-en-1-1800-w/p100395697
711,LIVARNO home Árbol de Navidad 160cm,LIVARNO home,17.99,28,24.99,https://www.lidl.es/assets/gcp21b0db39c8cc4698947f84672030efb1.jpg,https://www.lidl.es/p/livarno-home-arbol-de-navidad-160cm/p100395761
712,LIVARNO® Manta de sirena 60 x 180 cm,LIVARNO®,4.49,25,5.99,https://www.lidl.es/assets/gcp41128456839849108e5b4e8a23a67f82.jpg,https://www.lidl.es/p/livarno-manta-de-sirena-60-x-180-cm/p100395786
713,SILVERCREST® Cortafiambres eléctrico,SILVERCREST®,33.99,24,44.99,https://www.lidl.es/assets/gcpab2f2b9181984ce78555be2b6c6dd2a1.jpg,https://www.lidl.es/p/silvercrest-cortafiambres-electrico/p100395801
714,SILVERCREST® Set de recipientes herméticos,SILVERCREST®,5.99,14,6.99,https://www.lidl.es/assets/gcp9c51d1a7ac904bb4a902e959b96849bb.jpg,https://www.lidl.es/p/silvercrest-set-de-recipientes-hermeticos/p100395804
715,LIVARNO®  Toalla de baño 70 x 140 cm (rosa),LIVARNO®,3.49,12,3.99,https://www.lidl.es/assets/gcp015cace35b53457482c99c67feed9ba2.jpg,https://www.lidl.es/p/livarno-toalla-de-bano-70-x-140-cm/p100395836003
716,crelando® Rotulador 3D con accesorios,crelando®,10.99,26,14.99,https://www.lidl.es/assets/gcp438a471e11464f6d83a224d6ad39b93e.jpg,https://www.lidl.es/p/crelando-rotulador-3d-con-accesorios/p100395861
717,Simba Peluche Pastelito,Simba,6.99,30,9.99,https://www.lidl.es/assets/gcp6b0f3b5468624bcd85b01c5cf462c084.jpg,https://www.lidl.es/p/simba-peluche-pastelito/p100395980
718,COOX® Molde de silicona con base de vidrio Ø 26 x 7 cm (1604141 morado (7656C)),Coox,13.99,36,21.90,https://www.lidl.es/assets/gcp90df8051b30743198ce667bfbb0596da.jpg,https://www.lidl.es/p/coox-molde-de-silicona-con-base-de-vidrio-o-26-x-7-cm/p100395984003
719,PARKSIDE® Funda de fieltro,PARKSIDE®,3.49,22,4.49,https://www.lidl.es/assets/gcp9541f5a4683c47dcad8b8a745d4f3b2c.jpg,https://www.lidl.es/p/parkside-funda-de-fieltro/p100395989
720,SILVERCREST® Centro de planchado de vapor 2400 W,SILVERCREST®,43.99,20,54.99,https://www.lidl.es/assets/gcp3426e38297b04d76b2a331b7b5e15e26.jpg,https://www.lidl.es/p/silvercrest-centro-de-planchado-de-vapor-2400-w/p100396005
721,LIVARNO® Toallas de mano 50 x 100 cm (gris oscuro),LIVARNO®,3.49,22,4.49,https://www.lidl.es/assets/gcpe1337e8bbc354ce0b5022114c843eb49.jpg,https://www.lidl.es/p/livarno-toallas-de-mano-50-x-100-cm/p100396100001
722,Barbie® Muñeca y caballo,Barbie,24.99,16,29.99,https://www.lidl.es/assets/gcp7fb65cabfaf543df815ba60748b97cbd.jpg,https://www.lidl.es/p/barbie-muneca-y-caballo/p100396128
723,JAMARA RC Vehículo de construcción,JAMARA,44.99,37,71.99,https://www.lidl.es/assets/gcp7ead936971244041b5e21d09df0c8c17.jpg,https://www.lidl.es/p/jamara-rc-vehiculo-de-construccion/p100396154
724,JAMARA Grúa torre RC de 98 cm,JAMARA,24.74,58,32.99,https://www.lidl.es/assets/gcp68c400018ccd4d16945216cea47d5843.jpg,https://www.lidl.es/p/jamara-grua-torre-rc-de-98-cm/p100396156
725,"Revell Carretilla elevadora RC de 2,4 GHz con control remoto",Revell,24.99,16,29.99,https://www.lidl.es/assets/gcp9de97721fc67426d88bd7062f9b11681.jpg,https://www.lidl.es/p/revell-carretilla-elevadora-rc-de-2-4-ghz-con-control-remoto/p100396157
726,LIVARNO® Lámpara de escritorio con reloj digital,LIVARNO®,9.99,16,11.99,https://www.lidl.es/assets/gcp5e5e920d1d5a460596f3f2bd9f156289.jpg,https://www.lidl.es/p/livarno-lampara-de-escritorio-con-reloj-digital/p100396162
727,esmara Men Pantalón de chándal navideño para hombre,esmara Men,7.99,20,9.99,https://www.lidl.es/assets/gcp956c72416ff34654bb50913afc36db26.jpg,https://www.lidl.es/p/esmara-men-pantalon-de-chandal-navideno-para-hombre/p100396176
728,Jamara RC Coches acrobáticos con batería,JAMARA,17.99,33,26.99,https://www.lidl.es/assets/gcp95ba5b1611ae4224956a8ffaa12e6614.jpg,https://www.lidl.es/p/jamara-rc-coches-acrobaticos-con-bateria/p100396179
729,Barbie® Muñeca (con traje de gato),Barbie,21.99,40,36.99,https://www.lidl.es/assets/gcp9cc7b582a592429398bd2eb4f2dc47b1.jpg,https://www.lidl.es/p/barbie-muneca/p100396192002
730,CRIVIT Chaqueta térmica híbrida para hombre,CRIVIT,15.99,20,19.99,https://www.lidl.es/assets/gcpa2a4070da23243278354dbc5f87e21df.jpg,https://www.lidl.es/p/crivit-chaqueta-termica-hibrida-para-hombre/p100396207
731,esmara® Pantalón de lentejuelas para mujer,esmara®,10.99,15,12.99,https://www.lidl.es/assets/gcp7444f44dcb0345098493200fdad797e2.jpg,https://www.lidl.es/p/esmara-pantalon-de-lentejuelas-para-mujer/p100396222
732,esmara® Sudadera con capucha júnior,esmara®,6.99,22,8.99,https://www.lidl.es/assets/gcpbd4beb09ddef4e1c8d4dcf8163fdfc5b.jpg,https://www.lidl.es/p/esmara-sudadera-con-capucha-junior/p100396253
733,LIVARNO® Lampara de mesa led con carga inalámbrica (negro),LIVARNO®,15.99,20,19.99,https://www.lidl.es/assets/gcpa0bf40e7a53a432988af4786b390dbf2.jpg,https://www.lidl.es/p/livarno-lampara-de-mesa-led-con-carga-inalambrica/p100396256002
734,Simba Peluche Disney Minnie Mouse /Stich,Simba,11.99,25,15.99,https://www.lidl.es/assets/gcp9d7d0dd8b2f0411b947f11c3495a5776.jpg,https://www.lidl.es/p/simba-peluche-disney-minnie-mouse-stich/p100396307
735,Aparato de masaje,SANITAS,22.99,17,27.99,https://www.lidl.es/assets/gcp2d807d7280844537a085301957014ff2.jpg,https://www.lidl.es/p/aparato-de-masaje/p100396384
736,Bitzee Mascota interactiva digital,Bitzee,27.99,20,34.99,https://www.lidl.es/assets/gcpbc05bc5f4e864bbe8cb2c2b53520f417.jpg,https://www.lidl.es/p/bitzee-mascota-interactiva-digital/p100396387
737,Clementoni Maquillaje encantador,Clementoni,7.99,20,9.99,https://www.lidl.es/assets/gcpde4e67fa563b4377ae6d127f7fdd59da.jpg,https://www.lidl.es/p/clementoni-maquillaje-encantador/p100396449
738,Rainbow High Muñeca Amaya,Rainbow High,24.99,16,29.99,https://www.lidl.es/assets/gcpf39eace1cba240c1931a2243d0f07b2f.jpg,https://www.lidl.es/p/rainbow-high-muneca-amaya/p100396494
739,Geomag Set de construcciones mágneticas,Geomag,14.99,40,24.99,https://www.lidl.es/assets/gcp2b26fba28fb4496995532707b9228846.jpg,https://www.lidl.es/p/geomag-set-de-construcciones-magneticas/p100396514
740,Hot Wheels Monster Trucks Trofeo Challenge de Loopings y giros,Hot Wheels,15.99,20,19.99,https://www.lidl.es/assets/gcp6119d8e40cb447eca50ef25c8d1ea522.jpg,https://www.lidl.es/p/hot-wheels-monster-trucks-trofeo-challenge-de-loopings-y-giros/p100396523
741,Polly Pocket Muñeca,Polly Pocket,11.99,20,14.99,https://www.lidl.es/assets/gcp880e5423a1da428b962cc5243b889b63.jpg,https://www.lidl.es/p/polly-pocket-muneca/p100396551
742,Revell Maqueta de barco,Revell,24.99,32,36.99,https://www.lidl.es/assets/gcp29320d9473144d76ae9239b309f459ab.jpg,https://www.lidl.es/p/revell-maqueta-de-barco/p100396561
743,Baño para pies,SANITAS,19.99,16,23.99,https://www.lidl.es/assets/gcp7224d33830ce4279afe2ff1d62d4e7a7.jpg,https://www.lidl.es/p/bano-para-pies/p100396582
744,lupilu® Vestido de pana para bebé,lupilu®,6.99,12,7.99,https://www.lidl.es/assets/gcpabfdead6299c4f1e94f2d17c479ad70e.jpg,https://www.lidl.es/p/lupilu-vestido-de-pana-para-bebe/p100396662
745,SANITAS Almohadilla eléctrica para hombros (gris),SANITAS,19.99,73,74.49,https://www.lidl.es/assets/gcp84773486dd324e61b3a4e9c4c0ec3836.jpg,https://www.lidl.es/p/sanitas-almohadilla-electrica-para-hombros/p100396705001
746,Ravensburger® Puzle 3D coche,Ravensburger,24.99,16,29.99,https://www.lidl.es/assets/gcp1070f8ac211d44709ead6ba89c5f11cb.jpg,https://www.lidl.es/p/ravensburger-puzle-3d-coche/p100396825
747,Jumbo Spiele GALT Rotuladores De Agua Water Magic,Jumbo Spiele,12.99,27,17.99,https://www.lidl.es/assets/gcp07462e8efc614d3a8fd7f98d4c4763de.jpg,https://www.lidl.es/p/jumbo-spiele-galt-rotuladores-de-agua-water-magic/p100396936
748,CIEN Beauty Plancha de pelo,CIEN Beauty,10.99,15,12.99,https://www.lidl.es/assets/gcp4f749a5b3cea4288a8423ceb364a69e1.jpg,https://www.lidl.es/p/cien-beauty-plancha-de-pelo/p100397009
749,SILVERCREST® Fuente de chocolate eléctrica 75 W,SILVERCREST®,13.49,20,16.99,https://www.lidl.es/assets/gcpb52d436f6e714904bd491a2169c7c4c8.jpg,https://www.lidl.es/p/silvercrest-fuente-de-chocolate-electrica-75-w/p100397246
750,BANDAI Littlest Pet Shop con 3 mascotas,Bandai,9.99,33,14.99,https://www.lidl.es/assets/gcp8c7b0cc5bf51475fb25620098a8c1ac6.jpg,https://www.lidl.es/p/bandai-littlest-pet-shop-con-3-mascotas/p100397342
751,W5 Bastidor separador de lavadora y secadora,W5,31.99,8,34.99,https://www.lidl.es/assets/gcp19715e94f37c4552b3152a26f673de8e.jpg,https://www.lidl.es/p/w5-bastidor-separador-de-lavadora-y-secadora/p100397357
752,SILVERCREST® Set de utensilios de cocina,SILVERCREST®,3.99,20,4.99,https://www.lidl.es/assets/gcp6bcc320e8ee947f9a61340e4c6f79f6c.jpg,https://www.lidl.es/p/silvercrest-set-de-utensilios-de-cocina/p100397497
753,LIVARNO home Guirnalda de bombillas 100 LED con sensor de audio,LIVARNO home,7.99,20,9.99,https://www.lidl.es/assets/gcp5c5168b661c748e7ba595d0bad9a1c58.jpg,https://www.lidl.es/p/livarno-home-guirnalda-de-bombillas-100-led-con-sensor-de-audio/p100397613
754,SILVERCREST® Set de ramen,SILVERCREST®,7.49,11,8.49,https://www.lidl.es/assets/gcpbe9a4b5f46314c1b8434a0b8ada90b1a.jpg,https://www.lidl.es/p/silvercrest-set-de-ramen/p100397657
755,LIVARNO® Lámpara LED de sobremesa moderna,LIVARNO®,6.99,22,8.99,https://www.lidl.es/assets/gcp4fb3cff7b4ff4a9eafd2f787784200db.jpg,https://www.lidl.es/p/livarno-lampara-led-de-sobremesa-moderna/p100397706
756,LIVARNO® Lámpara LED de sobremesa,LIVARNO®,6.99,12,7.99,https://www.lidl.es/assets/gcp1807185d7c7843c892a7d4a9497ccf83.jpg,https://www.lidl.es/p/livarno-lampara-led-de-sobremesa/p100397707
757,Severin Hervidor de agua de cristal 1 L,SEVERIN,27.99,30,39.99,https://www.lidl.es/assets/gcpcfcd2f642e6f41fabd7fb31a798fa6fa.jpg,https://www.lidl.es/p/severin-hervidor-de-agua-de-cristal-1-l/p100397749
758,LIVARNO® Lámpara LED de techo,LIVARNO®,8.99,18,10.99,https://www.lidl.es/assets/gcpeabe804148ef47a082f0e38006ce883e.jpg,https://www.lidl.es/p/livarno-lampara-led-de-techo/p100397843
759,BOSCH Bosh Picador de Carne Serie 6,BOSCH,149.99,11,169.99,https://www.lidl.es/assets/gcpd9ba3ddbc3774c8e93c60a4e3bbb761e.jpg,https://www.lidl.es/p/bosch-bosh-picador-de-carne-serie-6/p100397912
760,lupilu® Mini futbolín de madera (billar),lupilu®,9.59,20,11.99,https://www.lidl.es/assets/gcp575a7b6695104f719845c853b41b353a.jpg,https://www.lidl.es/p/lupilu-mini-futbolin-de-madera/p100397940003
761,esmara® Leggings para mujer,esmara®,6.99,12,7.99,https://www.lidl.es/assets/gcp2aba32b70a9a4ea59bd924ae3faf59ad.jpg,https://www.lidl.es/p/esmara-leggings-para-mujer/p100398095
762,Brita® Cartuchos de filtro de agua pack 12,BRITA,43.99,20,54.99,https://www.lidl.es/assets/gcpe381eabb3b29403fb62de5f8deb92955.jpg,https://www.lidl.es/p/brita-cartuchos-de-filtro-de-agua-pack-12/p100398232
763,CIEN Beauty Set de manicura,CIEN Beauty,9.49,20,11.99,https://www.lidl.es/assets/gcp84b291a1f74944689eeca9f906144a43.jpg,https://www.lidl.es/p/cien-beauty-set-de-manicura/p100398281
764,Vileda® Limpiador de vapor Steam,Vileda,47.99,20,59.99,https://www.lidl.es/assets/gcp11b4147074ce4cb98518599b205c9794.jpg,https://www.lidl.es/p/vileda-limpiador-de-vapor-steam/p100398304
765,Masterpro Sartén de aluminio forjado 24 cm,Masterpro,12.99,38,20.99,https://www.lidl.es/assets/gcp3b405e1bdc644a26984ef90f4d221ef7.jpg,https://www.lidl.es/p/masterpro-sarten-de-aluminio-forjado-24-cm/p100398309
766,lupilu® Pantalones para bebé pack 2,lupilu®,3.99,20,4.99,https://www.lidl.es/assets/gcp41321b0dbfe14423a2c2b9f86ff01512.jpg,https://www.lidl.es/p/lupilu-pantalones-para-bebe-pack-2/p100398335
767,Masterpro Wok de aluminio 28 cm,Masterpro,17.99,43,31.99,https://www.lidl.es/assets/gcpebbbab842f8841aa83d37de43e43a88e.jpg,https://www.lidl.es/p/masterpro-wok-de-aluminio-28-cm/p100398440
768,Masterpro Parrilla de aluminio forjado 28 cm,Masterpro,17.99,40,29.99,https://www.lidl.es/assets/gcp0a6f9b8ac4fb4c1f87c28bd84eaaf037.jpg,https://www.lidl.es/p/masterpro-parrilla-de-aluminio-forjado-28-cm/p100398449
769,Ecovacs Robot limpiacristales,ECOVACS,439.99,12,499.99,https://www.lidl.es/assets/gcp8ed0f5679afc4d2bad11f6ef51473e31.jpg,https://www.lidl.es/p/ecovacs-robot-limpiacristales/p100398555
770,esmara® Vestido vaquero para mujer,esmara®,10.99,15,12.99,https://www.lidl.es/assets/gcp7248d054648f4527aa9abc19ca346611.jpg,https://www.lidl.es/p/esmara-vestido-vaquero-para-mujer/p100398903
771,lupilu® Jersey de punto para bebé,lupilu®,4.49,25,5.99,https://www.lidl.es/assets/gcpf71e70ae6dce49a6b0e7a2aa804087e6.jpg,https://www.lidl.es/p/lupilu-jersey-de-punto-para-bebe/p100399042
772,OSRAM Lámpara de techo LED (ORBIS ALICIA 395X395MM 24W),OSRAM,34.99,29,49.95,https://www.lidl.es/assets/gcp7bdb5fe5c2a34031ae3a76f339e81097.jpg,https://www.lidl.es/p/osram-lampara-de-techo-led/p100399074001
773,LEGO® NINJAGO Lego Juego de Construcción,LEGO® NINJAGO,17.99,10,19.99,https://www.lidl.es/assets/gcpeaae4f2da63c4287a9b1820a5850d042.jpg,https://www.lidl.es/p/lego-ninjago-lego-juego-de-construccion/p100399084
774,CRIVIT Camiseta técnica crop para mujer,CRIVIT,5.49,21,6.99,https://www.lidl.es/assets/gcp5ce31370ec25430eb19441f86ab57d11.jpg,https://www.lidl.es/p/crivit-camiseta-tecnica-crop-para-mujer/p100399495
775,Vileda® Tendedero universal,Vileda,21.99,18,26.99,https://www.lidl.es/assets/gcpc8a13c4650dc48008e6324c591b08ab2.jpg,https://www.lidl.es/p/vileda-tendedero-universal/p100399580
776,Melitta® Cafetera superautomática CI Touch ,Melitta,449.99,25,599.99,https://www.lidl.es/assets/gcpb56d2146f6894058a273d334683d81cf.jpg,https://www.lidl.es/p/melitta-cafetera-superautomatica-ci-touch/p100400468
777,Play Doh Play-Doh Set de juego de plastilina para modelar,Play Doh,17.99,10,19.99,https://www.lidl.es/assets/gcp4c6d20a9bee74363bb862b3b75e64861.jpg,https://www.lidl.es/p/play-doh-play-doh-set-de-juego-de-plastilina-para-modelar/p100400957
778,NFL Camiseta para hombre,NFL,9.99,23,12.99,https://www.lidl.es/assets/gcp3993bcfa0ee24e84865a9624ead1e39f.jpg,https://www.lidl.es/p/nfl-camiseta-para-hombre/p100401022
779,Undercover Calendario de Adviento de La Patrulla Canina,Undercover,4.99,44,8.95,https://www.lidl.es/assets/gcpc2c0716664ad4959a79dee962762af64.jpg,https://www.lidl.es/p/undercover-calendario-de-adviento-de-la-patrulla-canina/p100401602
780,Undercover Calendario de Adviento de La Casa de Muñecas de Gabby,Undercover,4.99,44,8.95,https://www.lidl.es/assets/gcp1094f44eb8574e4a913d60f012f6d0eb.jpg,https://www.lidl.es/p/undercover-calendario-de-adviento-de-la-casa-de-munecas-de-gabby/p100401605
781,PARKSIDE® Cepillo de ranuras,PARKSIDE®,6.99,12,7.99,https://www.lidl.es/assets/gcp10816c296b624bf6b1631762f8603ee1.jpg,https://www.lidl.es/p/parkside-cepillo-de-ranuras/p100401871
782,Lexibook Ordenador portátil de juguete Spiderman,LEXIBOOK,34.99,22,44.99,https://www.lidl.es/assets/gcpd2bc32896191485aa3fc8bd700714649.jpg,https://www.lidl.es/p/lexibook-ordenador-portatil-de-juguete-spiderman/p100401905
783,Masterpro Parrilla de aluminio 28 cm,Masterpro,17.99,40,29.99,https://www.lidl.es/assets/gcp51ecb0a46e7643fcb4fd679475a86564.jpg,https://www.lidl.es/p/masterpro-parrilla-de-aluminio-28-cm/p100401945
784,Vitalcontrol Inhalador,Vitalcontrol,12.99,18,15.99,https://www.lidl.es/assets/gcp44b0d0351a444bd391d93f5ece811135.jpg,https://www.lidl.es/p/vitalcontrol-inhalador/p100401976
785,LIVARNO home Ropa de cama de satén de microfibra 240 x 220 cm,LIVARNO home,8.99,10,9.99,https://www.lidl.es/assets/gcp4348423f15514085ac86e6c70657a30b.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-de-saten-de-microfibra-240-x-220-cm/p100402001
786,LIVARNO home Ropa de cama de microfibra 150 x 220 cm,LIVARNO home,9.99,16,11.99,https://www.lidl.es/assets/gcpa77ca7aa185c49f880ac98dadde21c93.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-de-microfibra-150-x-220-cm/p100402115
787,LIVARNO home Ropa de cama de microfibra 260 x 220 cm,LIVARNO home,15.99,5,16.99,https://www.lidl.es/assets/gcpb4849874e3144c8dabea56f2d7d937e9.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-de-microfibra-260-x-220-cm/p100402145
788,zoofari® Traje navideño para perros,zoofari®,3.49,12,3.99,https://www.lidl.es/assets/gcp8181a2ae6ff04fbfa5c2aec62fad9a46.jpg,https://www.lidl.es/p/zoofari-traje-navideno-para-perros/p100402314
789,Derbystar Pelota de fútbol,Derbystar,9.99,23,12.99,https://www.lidl.es/assets/gcp9434795f14194f06a6e2f2824870b7cc.jpg,https://www.lidl.es/p/derbystar-pelota-de-futbol/p100402315
790,esmara® Braguitas sin costuras para mujer,esmara®,4.49,25,5.99,https://www.lidl.es/assets/gcp58589797d6e1494ab8e44c06d223239e.jpg,https://www.lidl.es/p/esmara-braguitas-sin-costuras-para-mujer/p100402316
791,LIVARNO home Ropa de cama 260 x 220 cm,LIVARNO home,21.99,4,22.99,https://www.lidl.es/assets/gcp7c01b2340b2a4d2c8631ae7b858f4a2f.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-260-x-220-cm/p100402412
792,PARKSIDE PERFORMANCE® Lámpara led de trabajo,PARKSIDE PERFORMANCE®,49.99,9,54.99,https://www.lidl.es/assets/gcp04c3b1b23aaf48f5b93be8d547f306a9.jpg,https://www.lidl.es/p/parkside-performance-lampara-led-de-trabajo/p100402425
793,LIVARNO home Ropa de cama 150 x 220 cm,LIVARNO home,15.99,15,18.99,https://www.lidl.es/assets/gcp4c749f03324248a4bdbceb37756dbb53.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-150-x-220-cm/p100402462
794,LIVARNO home Ropa de cama 240 x 220 cm,LIVARNO home,17.99,5,18.99,https://www.lidl.es/assets/gcp7306a3e32619476082165b3930ef495d.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-240-x-220-cm/p100402472
795,LIVARNO home Ropa de cama 150 x 220 cm (Flor verde),LIVARNO home,10.99,8,11.99,https://www.lidl.es/assets/gcp170ea8533d514ef9aa719175399877c1.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-150-x-220-cm/p100402512001
796,sensiplast® Bolsa de frío y calor reutilizable (1 unidad),sensiplast®,3.99,20,4.99,https://www.lidl.es/assets/gcp4a9f8421415a431a81672fbd506d6aca.jpg,https://www.lidl.es/p/sensiplast-bolsa-de-frio-y-calor-reutilizable/p100402656001
797,esmara® Camisa de manga larga,esmara®,8.99,18,10.99,https://www.lidl.es/assets/gcp9781a645deba48f99cf747b7651cea5f.jpg,https://www.lidl.es/p/esmara-camisa-de-manga-larga/p100402674
798,LIVARNO home Ropa de cama de muselina 240 x 220 cm,LIVARNO home,31.99,20,39.99,https://www.lidl.es/assets/gcp85eff380c7a0455f820732bba87dba80.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-de-muselina-240-x-220-cm/p100402696
