id,titulo_producto,marca,precio_actual,porcentaje_descuento,precio_antiguo,url_imagen,url_producto
333,Jamara Coche teledirigido (RC SPINact 2.4GHz),JAMARA,11.99,25,15.99,https://www.lidl.es/assets/gcp7bf039f587794b6fb5dd1080898abcef.jpg,https://www.lidl.es/p/jamara-coche-teledirigido/p100381523003
334,Triciclo Barbie / Hot Wheels,Barbie,23.99,20,29.99,https://www.lidl.es/assets/gcp4b44e4eca53b4d509e11f9c946bd827f.jpg,https://www.lidl.es/p/triciclo-barbie-hot-wheels/p100381556
335,esmara® Pantalón navideño para mujer ,esmara®,5.99,25,7.99,https://www.lidl.es/assets/gcp34357d1ebab14bd895249fb5846b4275.jpg,https://www.lidl.es/p/esmara-pantalon-navideno-para-mujer/p100381686
336,lupilu® Tren de madera (Juego de complementos de formas),lupilu®,8.99,10,9.99,https://www.lidl.es/assets/gcp25a28693e7c34e37bde269ff752caf8e.jpg,https://www.lidl.es/p/lupilu-tren-de-madera/p100381699003
337,"esmara® Jersey navideño para mujer (marina, XS (32/34))",esmara®,5.99,25,7.99,https://www.lidl.es/assets/gcpf6de41f3777544158649bccebf24278d.jpg,https://www.lidl.es/p/esmara-jersey-navideno-para-mujer/p100381897001
338,Baby born Muñeca 36 cm,Baby Born,24.99,28,34.99,https://www.lidl.es/assets/gcp81eab925a67444b6a7fbfd91187c01e4.jpg,https://www.lidl.es/p/baby-born-muneca-36-cm/p100381961
339,Jada Coche Naruto Honda S2000 con figura de juguete,Jada,23.99,20,29.99,https://www.lidl.es/assets/gcpf2cb37bce49d4bc8b8de2c206c65cf33.jpg,https://www.lidl.es/p/jada-coche-naruto-honda-s2000-con-figura-de-juguete/p100382054
340,"PARKSIDE® Cargador de batería 12 V / 2,4 A",PARKSIDE®,4.49,35,6.99,https://www.lidl.es/assets/gcpa1052262d1eb44dea5f2c00c59a2d8f4.jpeg,https://www.lidl.es/p/parkside-cargador-de-bateria-12-v-2-4-a/p100382157
341,Ravensburger® Puzle 3D (Personajes Disney),Ravensburger,11.99,24,15.95,https://www.lidl.es/assets/gcp0be2b55835cf41309c7925515f0eadcf.jpg,https://www.lidl.es/p/ravensburger-puzle-3d/p100382336003
342,Spinmaster Bolso Purse Pets (azul),Spinmaster,11.99,25,15.99,https://www.lidl.es/assets/gcpe5bd2eedf4524d7dabdd4abe88fdd815.jpg,https://www.lidl.es/p/spinmaster-bolso-purse-pets/p100382344002
343,Joseph Joseph® Set de cucharas medidoras / Cubitera / Rallador de pie / Sacacorchos (Rallador Duo Box),Joseph Joseph,6.99,53,14.99,https://www.lidl.es/assets/gcp125e3823536f4697ad1fcb4a83f42266.jpg,https://www.lidl.es/p/joseph-joseph-set-de-cucharas-medidoras-cubitera-rallador-de-pie-sacacorchos/p100382531002
344,Peluche de Paw Patrol / Peppa Pig,Paw Patrol,10.99,8,11.99,https://www.lidl.es/assets/gcp236030f545ef4eb983441851d07b7d76.jpg,https://www.lidl.es/p/peluche-de-paw-patrol-peppa-pig/p100382563
345,Baby Born Muñeca bebé dormilona 30 cm,Baby Born,11.99,20,14.99,https://www.lidl.es/assets/gcp23bcde689fc44d6fad9a06791f533cbb.jpg,https://www.lidl.es/p/baby-born-muneca-bebe-dormilona-30-cm/p100382569
346,"esmara® Vestido de punto para mujer (beige, XS(32/34))",esmara®,5.99,33,8.99,https://www.lidl.es/assets/gcpf97ef53b1dfc49feaffe35c530aa80e3.jpg,https://www.lidl.es/p/esmara-vestido-de-punto-para-mujer/p100382857009
347,LIVARNO home Lámpara LED de techo,LIVARNO home,9.99,23,12.99,https://www.lidl.es/assets/gcp389dc61ae533453f93a2fbf45bf7dce4.jpg,https://www.lidl.es/p/livarno-home-lampara-led-de-techo/p100383058
348,LIVARNO home Lámpara LED de sobremesa,LIVARNO home,5.99,33,8.99,https://www.lidl.es/assets/gcpd2413b2843ed4bba926790704bfb0035.jpg,https://www.lidl.es/p/livarno-home-lampara-led-de-sobremesa/p100383198
349,SILVERCREST® KITCHEN TOOLS Coctelera de plástico con batería,SILVERCREST® KITCHEN TOOLS,14.99,16,17.99,https://www.lidl.es/assets/gcpc5cf795b543a498f889e7e9682195222.jpg,https://www.lidl.es/p/silvercrest-kitchen-tools-coctelera-de-plastico-con-bateria/p100383248
350,LIVARNO home Set de alfombrillas para peldaños,LIVARNO home,5.49,31,7.99,https://www.lidl.es/assets/gcpe2fee658ec6349ba87c14836907fa549.jpg,https://www.lidl.es/p/livarno-home-set-de-alfombrillas-para-peldanos/p100383808
351,Vileda® Recambio de mopa para limpiador a vapor pack 2,Vileda,8.99,56,20.59,https://www.lidl.es/assets/gcp175fb4ae7eb74781afc4bc3f70233bdc.jpeg,https://www.lidl.es/p/vileda-recambio-de-mopa-para-limpiador-a-vapor-pack-2/p100384512
352,"esmara® Blusa larga para mujer (negro, 34)",esmara®,4.99,28,6.99,https://www.lidl.es/assets/gcp43659e5cdc854d709b4dd031df41c040.jpg,https://www.lidl.es/p/esmara-blusa-larga-para-mujer/p100384737001
353,LIVARNO home Taburete infantil (pies de madera - arco iris),LIVARNO home,11.99,20,14.99,https://www.lidl.es/assets/gcp59117a69a4b049d994deba709eddba1a.jpg,https://www.lidl.es/p/livarno-home-taburete-infantil/p100384821001
354,Tefal® Sartén para crepes,Tefal,11.99,57,27.99,https://www.lidl.es/assets/gcped2d02645378450a9957b2dcb3939873.jpeg,https://www.lidl.es/p/tefal-sarten-para-crepes/p100384959
355,Zenker® Molde para pizza,zenker,4.99,33,7.49,https://www.lidl.es/assets/gcpc62a24a90e2a4ad7a543548300aaa7e5.jpg,https://www.lidl.es/p/zenker-molde-para-pizza/p100385328
356,PARKSIDE® Cortador de plasma,PARKSIDE®,83.99,30,119.99,https://www.lidl.es/assets/gcp299237576b18411ba63aaaf973be65ee.jpg,https://www.lidl.es/p/parkside-cortador-de-plasma/p100385433
357,Star Wars Sable de luz,STAR WARS,7.99,38,12.99,https://www.lidl.es/assets/gcp74e0f6924a5042948ca6e5ecd148b8ca.jpg,https://www.lidl.es/p/star-wars-sable-de-luz/p100385543
358,Vileda® Escoba para interior,Vileda,9.99,28,13.99,https://www.lidl.es/assets/gcpc319db0cab3d4f759cb5ef312eb662f2.jpeg,https://www.lidl.es/p/vileda-escoba-para-interior/p100385588
359,esmara® Chaqueta para mujer,esmara®,8.99,25,11.99,https://www.lidl.es/assets/gcp681b95aa5b964eb483dc9455d4c885a7.jpg,https://www.lidl.es/p/esmara-chaqueta-para-mujer/p100385594
360,GRILLMEISTER Barbacoa redonda,GRILLMEISTER,19.99,33,29.99,https://www.lidl.es/assets/gcp59ebc82be4d2472fbb99b569efca7f45.jpg,https://www.lidl.es/p/grillmeister-barbacoa-redonda/p100385779
361,SILVERCREST® Aspirador,SILVERCREST®,44.99,10,49.99,https://www.lidl.es/assets/gcp99391912a61145b58e3a01ec4e3def7e.jpg,https://www.lidl.es/p/silvercrest-aspirador/p100386040
362,"CRIVIT Funda de sillín de espuma viscoelástica, con cordón",CRIVIT,4.99,16,5.99,https://www.lidl.es/assets/gcp445449220365456bb7a45561aed8fa82.jpg,https://www.lidl.es/p/crivit-funda-de-sillin-de-espuma-viscoelastica-con-cordon/p100386081
363,Playtive Set creativo de flores,Playtive,11.99,20,14.99,https://www.lidl.es/assets/gcpa0cee28ef18c43468e14d94637d888ad.jpg,https://www.lidl.es/p/playtive-set-creativo-de-flores/p100386289
364,COOX® Molde de silicona para roscos con asas reforzadas,Coox,10.99,21,13.99,https://www.lidl.es/assets/gcp28e1eba398d44afcbdd3c081b73d6414.jpg,https://www.lidl.es/p/coox-molde-de-silicona-para-roscos-con-asas-reforzadas/p100386348
365,CRIVIT Candado plegable / candado de cadena para bicicleta,CRIVIT,10.99,15,12.99,https://www.lidl.es/assets/gcp937cd492a51d47bcbd4a462aa3958233.jpg,https://www.lidl.es/p/crivit-candado-plegable-candado-de-cadena-para-bicicleta/p100386430
366,CRIVIT Arco con flechas,CRIVIT,24.99,16,29.99,https://www.lidl.es/assets/gcp3cd5127037654f52a0d37a82128d4e17.jpg,https://www.lidl.es/p/crivit-arco-con-flechas/p100386959
367,dobar Bandeja de plantación,dobar,5.99,25,7.99,https://www.lidl.es/assets/gcp3baa394fc6af4141b8dd799d713a2d81.jpg,https://www.lidl.es/p/dobar-bandeja-de-plantacion/p100387030
368,CRIVIT Sudadera para hombre,CRIVIT,9.99,16,11.99,https://www.lidl.es/assets/gcp25965f4efa0b4c19b0d1ac4dc52a7530.jpg,https://www.lidl.es/p/crivit-sudadera-para-hombre/p100387337
369,Zenker® Bandeja de horno extensible,zenker,7.99,60,19.99,https://www.lidl.es/assets/gcp1aeda7c02a5d4fcbb78105ae7fb5ea67.jpg,https://www.lidl.es/p/zenker-bandeja-de-horno-extensible/p100387410
370,PARKSIDE PERFORMANCE® Pantalón de trabajo corto para hombre con Softshell reflectante,PARKSIDE PERFORMANCE®,12.99,13,14.99,https://www.lidl.es/assets/gcp10c8cdfe45c941c08aa81bea9f097823.jpg,https://www.lidl.es/p/parkside-performance-pantalon-de-trabajo-corto-para-hombre-con-softshell-reflectante/p100387492
371,SILVERCREST® Recipiente hermético plegable,SILVERCREST®,7.99,20,9.99,https://www.lidl.es/assets/gcp2473a53518b14b34a2962c82433c4ee4.jpg,https://www.lidl.es/p/silvercrest-recipiente-hermetico-plegable/p100387755
372,pepperts!® Vaqueros cortos infantiles,pepperts!®,5.99,14,6.99,https://www.lidl.es/assets/gcpa6ea3d3faed343e7a73851ac34c5f5ae.jpg,https://www.lidl.es/p/pepperts-vaqueros-cortos-infantiles/p100387844
373,Vileda Limpiador a vapor Steam,Vileda,48.99,57,69.99,https://www.lidl.es/assets/gcp2b8c1f6d90234362a2ba63dfb9ebfcec.jpg,https://www.lidl.es/p/vileda-limpiador-a-vapor-steam/p100387927
374,LIVERGY® Camisa a rayas para hombre,LIVERGY®,5.49,21,6.99,https://www.lidl.es/assets/gcp96b1ae617ea54050ac7839adf1d9de9c.jpg,https://www.lidl.es/p/livergy-camisa-a-rayas-para-hombre/p100387998
375,Champion Camiseta para hombre,Champion,13.99,43,24.95,https://www.lidl.es/assets/gcp29204add6bfe484193260a3ddb777ba5.jpg,https://www.lidl.es/p/champion-camiseta-para-hombre/p100388159
376,SILVERCREST® KITCHEN TOOLS Abrelatas eléctrico,SILVERCREST® KITCHEN TOOLS,7.99,20,9.99,https://www.lidl.es/assets/gcpeb3482776f55431e9456d4e94cb3809a.jpg,https://www.lidl.es/p/silvercrest-kitchen-tools-abrelatas-electrico/p100388180
377,"GSW® Olla para espárragos 4,2 L",GSW,15.99,20,19.99,https://www.lidl.es/assets/gcp5e0d9a86534a44eeaea4ed2ca59f5735.jpg,https://www.lidl.es/p/gsw-olla-para-esparragos-4-2-l/p100388217
378,Champion gorra unisex,Champion,9.99,33,14.99,https://www.lidl.es/assets/gcp1b993d474d4a416d99ef9ce498e89226.jpg,https://www.lidl.es/p/champion-gorra-unisex/p100388287
379,Champion Camiseta para mujer,Champion,9.99,33,14.99,https://www.lidl.es/assets/gcp4a72561467c1485ab9132154d7b27886.jpg,https://www.lidl.es/p/champion-camiseta-para-mujer/p100388310
380,esmara® Chaleco de punto para mujer,esmara®,6.99,22,8.99,https://www.lidl.es/assets/gcp435956006f024d82a4aed2fa8d1df293.jpg,https://www.lidl.es/p/esmara-chaleco-de-punto-para-mujer/p100388323
381,"esmara® Kimono para mujer (negro, XS(34/36))",esmara®,5.99,25,7.99,https://www.lidl.es/assets/gcp265f3edf4e124b21bd922405502d50f5.jpg,https://www.lidl.es/p/esmara-kimono-para-mujer/p100388352001
382,CRIVIT Chaleco técnico para hombre,CRIVIT,9.99,16,11.99,https://www.lidl.es/assets/gcp53c137396ec34665be6e568d1afe3866.jpg,https://www.lidl.es/p/crivit-chaleco-tecnico-para-hombre/p100388360
383,PARKSIDE® Muela de copa de diamante,PARKSIDE®,7.99,20,9.99,https://www.lidl.es/assets/gcp94650f18b301429ca5e317198c983f9d.jpg,https://www.lidl.es/p/parkside-muela-de-copa-de-diamante/p100388385
384,PARKSIDE PERFORMANCE® Cargador de baterías 12 V / 6 A,PARKSIDE PERFORMANCE®,8.99,25,11.99,https://www.lidl.es/assets/gcp1484c466f053406ea57313522f99d6c8.jpg,https://www.lidl.es/p/parkside-performance-cargador-de-baterias-12-v-6-a/p100388479
385,Wenko Estantería para debajo del fregadero,Wenko,14.99,16,17.99,https://www.lidl.es/assets/gcp72034fa79cac4c908f9bbddbcbf97e5c.jpg,https://www.lidl.es/p/wenko-estanteria-para-debajo-del-fregadero/p100388498
386,SILVERCREST® KITCHEN TOOLS Hervidor de agua 3100 W (negro),SILVERCREST® KITCHEN TOOLS,22.99,8,24.99,https://www.lidl.es/assets/gcp8dc0aa69930a4b29b5d0f35e19462d6a.jpg,https://www.lidl.es/p/silvercrest-kitchen-tools-hervidor-de-agua-3100-w/p100388701003
387,CRIVIT Tienda de campaña 2 personas (gris),CRIVIT,24.99,16,29.99,https://www.lidl.es/assets/gcp55f8bb7b602b4bb389934473e3b5ca29.jpg,https://www.lidl.es/p/crivit-tienda-de-campana-2-personas/p100388738001
388,"iSi Dosificador de nata 0,25 L",iSi,29.99,25,39.99,https://www.lidl.es/assets/gcp17e701a3fd134c21993d6c5b396a9c4e.jpg,https://www.lidl.es/p/isi-dosificador-de-nata-0-25-l/p100388813
389,"IsI® Dispensador de nata Essential 0,5L",iSi,39.99,38,64.90,https://www.lidl.es/assets/gcpf662409fc86d4ddc8a2f103ccdfdc296.jpg,https://www.lidl.es/p/isi-dispensador-de-nata-essential-0-5l/p100388829
390,"PARKSIDE® Cargador doble 12V / 2 x 4,5A",PARKSIDE®,14.99,16,17.99,https://www.lidl.es/assets/gcp18f13fd850514b18a0d654d0064f08ee.jpg,https://www.lidl.es/p/parkside-cargador-doble-12v-2-x-4-5a/p100388878
391,SILVERCREST® KITCHEN TOOLS Batidora de mano con batería,SILVERCREST® KITCHEN TOOLS,15.99,20,19.99,https://www.lidl.es/assets/gcpd471c309ed4c43daa67982fd98966eae.jpg,https://www.lidl.es/p/silvercrest-kitchen-tools-batidora-de-mano-con-bateria/p100388880
392,PARKSIDE PERFORMANCE® Sierra (Sierra de madera),PARKSIDE PERFORMANCE®,6.99,22,8.99,https://www.lidl.es/assets/gcp29da29f5520d4147b61b35830128b751.jpg,https://www.lidl.es/p/parkside-performance-sierra/p100389003002
393,LIVERGY® Camisa para hombre,LIVERGY®,7.99,11,8.99,https://www.lidl.es/assets/gcp4a1bae54868643409167fd99e868b607.jpg,https://www.lidl.es/p/livergy-camisa-para-hombre/p100389013
394,LIVARNO home Ventilador de techo con lámpara led,LIVARNO home,27.99,30,39.99,https://www.lidl.es/assets/gcp81f8e95b1af04f81832fba9a7383fb20.jpg,https://www.lidl.es/p/livarno-home-ventilador-de-techo-con-lampara-led/p100389043
395,LIVARNO home Lámpara recargable de sobremesa con reloj (blanco),LIVARNO home,7.99,20,9.99,https://www.lidl.es/assets/gcpbb249d27081044c6b75e3945346b3dd8.jpg,https://www.lidl.es/p/livarno-home-lampara-recargable-de-sobremesa-con-reloj/p100389050001
396,"CRIVIT Mallas ciclistas cortas para mujer (negro, M(42/44))",CRIVIT,7.99,11,8.99,https://www.lidl.es/assets/gcp33d52183a1f34191b7e524208f0e8f85.jpg,https://www.lidl.es/p/crivit-mallas-ciclistas-cortas-para-mujer/p100389199003
397,Tefal® Wok de Aluminio 28 cm,Tefal,27.99,37,44.99,https://www.lidl.es/assets/gcp52bc9d30a27343e0b5ad225cde775419.jpg,https://www.lidl.es/p/tefal-wok-de-aluminio-28-cm/p100389239
398,CRIVIT Bolsa de padel (max 2 KG),CRIVIT,6.99,12,7.99,https://www.lidl.es/assets/gcpa09e67ed188e450da84a23f9c5e466e2.jpg,https://www.lidl.es/p/crivit-bolsa-de-padel-max-2-kg/p100389342
399,Bestway® Piscina de aventura Sea Odyssey,Bestway,45.99,34,64.99,https://www.lidl.es/assets/gcp21d73574d70b465a96eecf1164b6fc62.jpg,https://www.lidl.es/p/bestway-piscina-de-aventura-sea-odyssey/p100389344
400,LIVARNO home Panera,LIVARNO home,15.99,20,19.99,https://www.lidl.es/assets/gcp057cb49f687f4b578f9713b8feb01459.jpg,https://www.lidl.es/p/livarno-home-panera/p100389456
401,LIVARNO home Sábana bajera ajustable de punto 90-100 x 200 cm (azul oscuro),LIVARNO home,7.99,11,8.99,https://www.lidl.es/assets/gcp4dae0ffdd94e4d248fb08adc9bf9e765.jpg,https://www.lidl.es/p/livarno-home-sabana-bajera-ajustable-de-punto-90-100-x-200-cm/p100389490004
402,CRIVIT Sudadera sin mangas para hombre,CRIVIT,5.99,25,7.99,https://www.lidl.es/assets/gcp94b776699195436db8e7127e99ee3ac5.jpg,https://www.lidl.es/p/crivit-sudadera-sin-mangas-para-hombre/p100389541
403,PARKSIDE® Lijadora de cepillo y satinadora,PARKSIDE®,53.99,10,59.99,https://www.lidl.es/assets/gcp13f34f9f30784bcc99c39bf457383bfc.jpg,https://www.lidl.es/p/parkside-lijadora-de-cepillo-y-satinadora/p100389593
404,Salter® Botella de aceite y vinagre 2 en 1,Salter,7.99,20,9.99,https://www.lidl.es/assets/gcp06e346e7ebe54974b15465277e7a6634.jpg,https://www.lidl.es/p/salter-botella-de-aceite-y-vinagre-2-en-1/p100389696
405,Masterpro Tijeras para pizza / Cortador de pizza (cortador de pizza),Masterpro,4.99,50,9.99,https://www.lidl.es/assets/gcpcdcfd85047ce4ceb872dc936378b0376.jpg,https://www.lidl.es/p/masterpro-tijeras-para-pizza-cortador-de-pizza/p100389709002
406,George Foreman Barbacoa eléctrica,George Foreman,99.99,46,186.99,https://www.lidl.es/assets/gcp8b14a974940b4d35be0c460a618af091.jpg,https://www.lidl.es/p/george-foreman-barbacoa-electrica/p100389725
407,Bestway® Piscina inflable infantil,Bestway,7.99,27,10.95,https://www.lidl.es/assets/gcp668d47f6e9a741bda3b7a978e3b8d839.jpg,https://www.lidl.es/p/bestway-piscina-inflable-infantil/p100389758
408,PARKSIDE® Set de papel de lija para lijadora excéntrica,PARKSIDE®,4.99,16,5.99,https://www.lidl.es/assets/gcp91fee05f3d2b4aeb878ecd856ae39857.jpg,https://www.lidl.es/p/parkside-set-de-papel-de-lija-para-lijadora-excentrica/p100389795
409,SILVERCREST® PERSONAL CARE Recortadora de pelo y barba,SILVERCREST® PERSONAL CARE,21.99,18,26.99,https://www.lidl.es/assets/gcpaf945bb85ff442729eb2d21f877bc75c.jpg,https://www.lidl.es/p/silvercrest-personal-care-recortadora-de-pelo-y-barba/p100389823
410,CRIVIT Canasta de baloncesto,CRIVIT,41.99,23,54.99,https://www.lidl.es/assets/gcp37d7992024154b54b3166b284f9b894c.jpg,https://www.lidl.es/p/crivit-canasta-de-baloncesto/p100389905
411,CRIVIT Mallas técnicas cortas para mujer,CRIVIT,4.49,18,5.49,https://www.lidl.es/assets/gcpfa09d9ac29fa4296bfcec2c147169dbe.jpg,https://www.lidl.es/p/crivit-mallas-tecnicas-cortas-para-mujer/p100389983
412,Jamie Oliver by Tefal Tefal® Jamie Oliver Wok de Aluminio 28 cm,Jamie Oliver by Tefal,22.99,17,27.99,https://www.lidl.es/assets/gcp9a4bc3254df54b8297cf5a33ebccc68e.jpg,https://www.lidl.es/p/jamie-oliver-by-tefal-tefal-jamie-oliver-wok-de-aluminio-28-cm/p100389995
413,Wenko® Plato giratorio,Wenko,12.99,62,34.99,https://www.lidl.es/assets/gcp472e7b2c9e714be49e2b35ec14a857d7.jpg,https://www.lidl.es/p/wenko-plato-giratorio/p100390023
414,Wenko® Set de 3 recipientes para especias,Wenko,7.99,20,9.99,https://www.lidl.es/assets/gcp67165a5bc87c45bd9104f098c7865cd4.jpg,https://www.lidl.es/p/wenko-set-de-3-recipientes-para-especias/p100390139
415,"IsI® Dispensador de nata Essential 0,25L",iSi,23.99,20,29.99,https://www.lidl.es/assets/gcp9e41277ecb14413db49c6f5d50b9cf29.jpg,https://www.lidl.es/p/isi-dispensador-de-nata-essential-0-25l/p100390176
416,CRIVIT Red inflable de voleibol para piscina,CRIVIT,9.99,23,12.99,https://www.lidl.es/assets/gcpeec209ee0f034892907e19544e98cb7f.jpg,https://www.lidl.es/p/crivit-red-inflable-de-voleibol-para-piscina/p100390370
417,esmara Men Camisa para hombre,esmara Men,5.49,21,6.99,https://www.lidl.es/assets/gcp21ea7ce5984e40a18dfb51a84a385c61.png,https://www.lidl.es/p/esmara-men-camisa-para-hombre/p100390724
418,SILVERCREST® Sartén de aluminio fundido 24 cm,SILVERCREST®,8.99,18,10.99,https://www.lidl.es/assets/gcp5486b45f188046d6b42036a53252be46.png,https://www.lidl.es/p/silvercrest-sarten-de-aluminio-fundido-24-cm/p100390894
419,Remington Recortadora de barba MB320C,REMINGTON,15.99,69,51.99,https://www.lidl.es/assets/gcp58e0a96e6f5444369d043a55ee93ceca.png,https://www.lidl.es/p/remington-recortadora-de-barba-mb320c/p100390932
420,SILVERCREST® Sartén de aluminio de 28 cm,SILVERCREST®,9.99,4,10.49,https://www.lidl.es/assets/gcp7e045aefa16f4fc08a7330d4a7d0af48.png,https://www.lidl.es/p/silvercrest-sarten-de-aluminio-de-28-cm/p100391106
421,SILVERCREST® Sartén de aluminio 24 cm (negro),SILVERCREST®,9.99,16,11.99,https://www.lidl.es/assets/gcp9fff283d39d94be1b6c78680b5fa6b4d.png,https://www.lidl.es/p/silvercrest-sarten-de-aluminio-24-cm/p100391135001
422,zoofari® Bolsa de accesorios para perros,zoofari®,5.99,14,6.99,https://www.lidl.es/assets/gcp66e2aa6204bf456b82aef87b0c709fca.png,https://www.lidl.es/p/zoofari-bolsa-de-accesorios-para-perros/p100391146
423,esmara® Vestido de lino para mujer,esmara®,7.99,20,9.99,https://www.lidl.es/assets/gcpaaa6cfb273e245ffbb045d8bcbc06c5d.jpg,https://www.lidl.es/p/esmara-vestido-de-lino-para-mujer/p100391183
424,SILVERCREST® Set de utensilios de cocina (Juego de utensilios de cocina),SILVERCREST®,5.49,21,6.99,https://www.lidl.es/assets/gcp3cb5aaea92d140218760dde338566871.jpg,https://www.lidl.es/p/silvercrest-set-de-utensilios-de-cocina/p100391196001
425,SILVERCREST® Sartén honda de aluminio 28 cm,SILVERCREST®,9.99,16,11.99,https://www.lidl.es/assets/gcp82c36fa87c294816ab282c9481f566ab.png,https://www.lidl.es/p/silvercrest-sarten-honda-de-aluminio-28-cm/p100391217
426,SILVERCREST® Aspirador de mano ciclónico recargable de 20 V,SILVERCREST®,79.99,20,99.99,https://www.lidl.es/assets/gcp742fd6fc31d044858d4356332bc2ebe6.jpg,https://www.lidl.es/p/silvercrest-aspirador-de-mano-ciclonico-recargable-de-20-v/p100391294
427,ULTIMATE SPEED® Bolsa para portaequipajes de coche,ULTIMATE SPEED®,31.99,20,39.99,https://www.lidl.es/assets/gcp2590e2fac4734cbb96595f61c37e529c.png,https://www.lidl.es/p/ultimate-speed-bolsa-para-portaequipajes-de-coche/p100391300
428,Spiegelau® Vaso para cerveza pack 2 (Tarro de trigo),SPIEGELAU,6.99,12,7.99,https://www.lidl.es/assets/gcp47e65600e3a7471d970bca832366b07c.jpg,https://www.lidl.es/p/spiegelau-vaso-para-cerveza-pack-2/p100391420001
429,zoofari® Recortadora de pelo para mascotas,zoofari®,11.99,20,14.99,https://www.lidl.es/assets/gcpe970a243ce96482c8bb7d5b1c3b87f92.jpg,https://www.lidl.es/p/zoofari-recortadora-de-pelo-para-mascotas/p100391489
430,SILVERCREST® Accesorios para freidoras de aire caliente,SILVERCREST®,7.99,20,9.99,https://www.lidl.es/assets/gcp12d2d61b85e442e6997fb55ae5356a99.jpg,https://www.lidl.es/p/silvercrest-accesorios-para-freidoras-de-aire-caliente/p100391493
431,Playtive Peluche luminoso (astronauta),Playtive,6.99,22,8.99,https://www.lidl.es/assets/gcp33d7b7da233b47aaabedb92ffa2a380c.png,https://www.lidl.es/p/playtive-peluche-luminoso/p100391690001
432,esmara® Cárdigan de punto fino para mujer,esmara®,7.49,25,9.99,https://www.lidl.es/assets/gcpd6c54f76e8b840129cc5b5108be5ecfd.jpg,https://www.lidl.es/p/esmara-cardigan-de-punto-fino-para-mujer/p100392165
433,Twistshake Comedero para gato,Twistshake,9.99,33,14.99,https://www.lidl.es/assets/gcp3092c6b1e9da43738f552338036e6458.png,https://www.lidl.es/p/twistshake-comedero-para-gato/p100392248
434,PARKSIDE® Muela de copa diamante,PARKSIDE®,6.49,18,7.99,https://www.lidl.es/assets/gcpbe4c465c99a44414acf803406267a987.jpg,https://www.lidl.es/p/parkside-muela-de-copa-diamante/p100392321
435,CRIVIT Mini pistola de masaje,CRIVIT,19.99,20,24.99,https://www.lidl.es/assets/gcpd1b7ea844da44721b2ecc132ac735947.jpg,https://www.lidl.es/p/crivit-mini-pistola-de-masaje/p100392457
436,CIEN Beauty Torno recargable de manicura y pedicura (beige),CIEN Beauty,12.99,13,14.99,https://www.lidl.es/assets/gcpee91dc62d25f4ee48d08137b6abc3a18.png,https://www.lidl.es/p/cien-beauty-torno-recargable-de-manicura-y-pedicura/p100392478001
437,LIVARNO home Alfombra de baño 60 x 90 cm,LIVARNO home,5.99,14,6.99,https://www.lidl.es/assets/gcpb35d8de60fa049ccac35a93b5d0d1ae6.jpg,https://www.lidl.es/p/livarno-home-alfombra-de-bano-60-x-90-cm/p100392487
438,Leifheit Set de limpieza Disc Mop Ergo,LEIFHEIT,34.99,22,44.99,https://www.lidl.es/assets/gcp76aaea1910594a238a0861fa441c911e.png,https://www.lidl.es/p/leifheit-set-de-limpieza-disc-mop-ergo/p100392499
439,LIVARNO® Albornoz unisex,LIVARNO®,8.49,15,9.99,https://www.lidl.es/assets/gcp9da2433e50c64e67b9914067db70526d.jpg,https://www.lidl.es/p/livarno-albornoz-unisex/p100395817
440,TRONIC® Sensor de movimiento,TRONIC®,7.99,20,9.99,https://www.lidl.es/assets/gcp2e6865f61b5042daaa1823af32b3fc98.jpg,https://www.lidl.es/p/tronic-sensor-de-movimiento/p100394964
441,Xiaomi Extensor de rango WiFi,Xiaomi,6.99,65,8.99,https://www.lidl.es/assets/gcp9a1f66b553e54bd9b6a445d5907da999.jpg,https://www.lidl.es/p/xiaomi-extensor-de-rango-wifi/p100397153
442,JVC Auriculares Deportivos True Wireless HA-EC25T,JVC,39.99,33,59.99,https://www.lidl.es/assets/gcp77001e1a93434bd5900d5544b866edb6.jpg,https://www.lidl.es/p/jvc-auriculares-deportivos-true-wireless-ha-ec25t/p100402567
443,CRIVIT Camisetas técnicas para mujer,CRIVIT,3.99,20,4.99,https://www.lidl.es/assets/gcp9b60385a7fca491a9d0a3abb1d530749.jpg,https://www.lidl.es/p/crivit-camisetas-tecnicas-para-mujer/p100393263
444,CRIVIT Mancuerna recubierta de goma 3 Kg,CRIVIT,6.99,12,7.99,https://www.lidl.es/assets/gcpa1dc5d3007ec45c88524bfd36e0c8650.jpg,https://www.lidl.es/p/crivit-mancuerna-recubierta-de-goma-3-kg/p100397488
445,esmara® Camisetas interiores júnior pack 5,esmara®,6.99,22,8.99,https://www.lidl.es/assets/gcp4b22d1d300ee49f39583660b14dd0bba.jpg,https://www.lidl.es/p/esmara-camisetas-interiores-junior-pack-5/p100398774
446,esmara Men Bóxers para hombre pack 3,esmara Men,4.49,18,5.49,https://www.lidl.es/assets/gcp9457b3e377554be7992755bd9f3e9835.jpg,https://www.lidl.es/p/esmara-men-boxers-para-hombre-pack-3/p100399559
447,lupilu® Camisetas infantiles pack 3,lupilu®,3.49,22,4.49,https://www.lidl.es/assets/gcpeba485f3e9b0408ea165db37ccee36b9.jpg,https://www.lidl.es/p/lupilu-camisetas-infantiles-pack-3/p100399795
